,text
24,"배우 서은수가 '수사반장'의 여주인공으로 캐스팅됐다.

MBC 새 드라마 '수사반장: 더 비기닝(가제)'은 1950년대부터 60년대를 배경으로 야만의 시대, 소도둑 검거 전문 박영한 형사가 개성 넘치는 동료 3인방과 한 팀으로 뭉쳐 부패 권력의 비상식을 상식으로 깨부수며 민중을 위한 형사로 거듭나는 이야기를 그린 드라마다.

서은수는 '수사반장'에서 여주인공 이혜주 역을 맡았다. 서점 '종남 서림'의 주인인 이혜주는 돋보이는 미모에 똑 부러지는 성격의 소유자이다. 특히, 추리소설로 갈고닦은 범죄 지식과 시장 사람들을 기반으로 한 정보력으로 수사에 단서를 제공하는 등 활약을 예고한다. 서은수는 그때 그 시절 비주얼은 물론 어른스럽고 현명한 이혜주 캐릭터를 찰떡같이 소화할 예정이다.

서은수는 2014년 영화 '살인의 시작'으로 데뷔 이후 영화 '너의 결혼식', '킹메이커', '마녀(魔女) Part2. The Other One', 드라마 '황금빛 내 인생', '리갈하이', '미씽: 그들이 있었다', '사장님을 잠금해제' 등 다양한 작품에서 변신을 꾀하며 필모그래피를 쌓아가고 있다.

영화 '마녀2'에서는 군인 출신의 에이스 요원 조현으로 분해 그동안 본 적 없는 거친 얼굴과 눈빛으로 강렬한 연기 변신에 성공했으며, 올해 초 종영한 드라마 '사장님을 잠금해제'에서는 비서 정세연의 냉철하고 이성적인 면모를 섬세하게 그려내며 무한한 연기 스펙트럼의 확장을 증명했다.

이 가운데 한국형 수사물의 역사를 쓴 '수사반장'의 프리퀄 '수사반장: 더 비기닝(가제)'에 합류해 이제훈(박영한), 이동휘(김상순) 등의 배우들과 뜨거운 호흡을 맞추며 또 한 번 새로운 변신을 준비하는 서은수에게 기대가 모인다.

'수사반장: 더 비기닝(가제)'은 내년 방송 예정이다.

김선우 엔터뉴스팀 기자 kim.sunwoo@jtbc.co.kr (콘텐트비즈니스본부)"
25,"'타겟' 주역들이 극장에 뜬다.

영화 '타겟(박희곤 감독)'이 9월 10일 개봉 2주차 맞이 서울 지역 무대인사를 확정했다.

'타겟'은 중고거래로 범죄의 표적이 된 수현의 일상 속에서 벌어지는 서스펜스를 담은 스릴러. 현실 스릴러가 선사하는 장르적 쾌감, 몰입을 배가시키는 배우들의 호연으로 뜨거운 입소문 흥행 열풍을 이끌고 있다.

이번 무대인사는 신혜선, 김성균, 박희곤 감독이 참석해 극장가에 기분 좋은 에너지를 불어넣을 예정이다. 9월 10일 무대인사는 CGV 용산아이파크몰, CGV 왕십리, 롯데시네마 건대입구, 메가박스 코엑스에서 관객들에게 특별한 시간을 선물할 것이다.

중고거래라는 현실적인 소재와 일상 속의 서스펜스 그리고 신혜선, 김성균, 강태오의 몰입도 높은 연기로 관객들에게 스릴러 장르의 매력을 선사할 '타겟'은 전국 극장에서 상영 중이다.

김선우 엔터뉴스팀 기자 kim.sunwoo@jtbc.co.kr (콘텐트비즈니스본부)"
26,"경찰. 〈사진=연합뉴스〉

경북 칠곡군 석적면의 한 새마을금고에서 현금 2030만원을 빼앗아 달아난 강도가 경찰에 붙잡혔습니다.

경북경찰청은 오늘(31일) 저녁 7시 58분쯤 대구 동구 중대동 파계사 인근 노상에서 강도 용의자 A씨를 검거했다고 밝혔습니다.

A씨는 이날 오후 4시 21분쯤 칠곡군 석적면의 한 새마을금고에서 현금 2030만원을 빼앗아 달아난 혐의를 받습니다.

칠곡경찰서와 경북경찰청 강력범죄수사대는 CCTV 등을 분석해 용의차량 동선을 추적해 용의자를 긴급체포했습니다.

경찰은 범행 동기와 범행 과정 등을 조사한 뒤 A씨에 대한 구속영장을 신청할 예정입니다."
27,"키보드 컨트롤 안내
[앵커]

경북 칠곡 한 새마을 금고에 강도가 들어 흉기로 직원을 위협하고 현금을 빼앗아 달아났습니다. 최근 대전의 한 은행에도 강도가 침입하는 등 작은 금융기관을 노린 범죄가 잇따르고 있습니다.

윤두열 기자입니다.

[기자]

경북 칠곡의 새마을금고 문이 굳게 닫혔습니다.

그 앞을 경찰차들이 오갑니다.

오후 4시 20분쯤, 이곳에 강도가 들었습니다.

강도는 여직원을 흉기로 위협하고, 남직원에게는 현금을 담으라고 했습니다.

2000만원을 챙겨 헬맷을 쓴 뒤 준비한 오토바이를 타고 달아났습니다.

딱 3분이 걸렸습니다.

[안종모/인근 상인 : 벨이 울리면서 그런 소리가 나길래 시끄럽길래 뭔가 싶어서 나와보니 오토바이 한 대가 서 있었고 오토바이 타고 가는 걸 제가 봤어요.]

경찰은 주변 CCTV 등을 토대로 달아난 강도를 쫓고 있습니다.

지난 18일에는 대전 신협에 강도가 들어 현금 3900만 원을 빼앗았습니다.

베트남으로 달아난 피의자 거주지와 사무실을 살폈지만, 훔친 돈은 발견되지 않았습니다.

지난 2월엔 충남 공주의 한 농협을 습격한 강도는 도주 10분 만에 잡혔습니다.

소규모 금융기관은 청원경찰 등 경비 인력 반드시 둬야 할 의무가 없습니다.

강도들에게는 쉬운 먹잇감이 됩니다.

창구에 가림막을 설치하고, 순찰 인력을 늘리는 등 대안이 필요합니다."
28,"[앵커]

5년간 서울과 부산 지하철 곳곳에서 몰래 여성의 신체를 찍은 30대 남성이 붙잡혔습니다. 지하철 에스컬레이터에서 치마 입은 여성을 노리는 식이었는데 불법촬영의 피해자, 드러난 것만 44명이었습니다.

정인아 기자입니다.

[기자]

한 남성이 에스컬레이터에 탑니다.

주위를 둘러보더니 한 여성에게 다가갑니다.

인기척을 느낀 여성이 놀라 뒤를 돌아봅니다.

지난 2월, 30대 남성 A씨는 서울의 한 지하철역 에스컬레이터에서 여성을 몰래 촬영하다 붙잡혔습니다.

당시 에스컬레이터엔 이렇게 사람이 아무도 없었습니다.

남성은 그 틈을 타 여성의 뒤에 바짝 붙어섰고, 여성의 다리 쪽에 휴대전화 카메라를 비춰 동영상을 찍었습니다.

많은 사람들이 있는 승강장에서도 범죄는 이어졌습니다.

A씨 휴대전화와 집에서 발견된 외장하드엔 모두 44명을 상대로 찍은 불법 영상물이 쏟아져 나왔습니다.

지난 2018년부터 최근까지입니다.

[김기창/서울경찰청 지하철경찰대 수사계장 : (범인은) 이미 불법 촬영으로 2018년도에 집행유예 그리고 2022년도에 벌금 전과가 있는 전과 2범이었습니다. 치마를 입은 여성을 보면 촬영하고 싶은 충동이 생겨 범행을 하였다고 진술했습니다.]

이 가운데 하나는 전 여자친구의 동의 없이 찍은 불법 동영상도 있었습니다.

경찰은 A씨를 구속하고 사건을 검찰로 보냈습니다."
29,"""치마만 보면"" 입니다. 제목부터 썩 즐거운 사건은 아닌 것 같아요. 영상을 보면서 이야기 이어가겠습니다. 지하철 에스컬레이터를 타고 올라가는 여성, 아무도 없는데 굳이 여성 뒤로 한 남성이 바짝 따라붙었고요. 주위를 두리번 두리번 하고 손을 앞뒤로 흔들며 수상한 행동을 하죠. 여성분이 촉이 싸한 겁니다. 그래서 뒤를 돌아보니까 황급히 손을 감추는 모습이 CCTV에 그대로 포착이 됐습니다. 그러니까 여성의 신체를 몰래 불법으로 촬영을 했던 거죠.

· 공공장소서 여성 43명 불법촬영한 30대
· 경찰, CCTV 분석해 용의자 특정
· 서울·부산 지하철역 오가며 불법촬영
· 불법촬영 30대 남성은 성범죄 전과자 
· 불법촬영 범죄 재범률은 75%
· ""치마만 보면 촬영 충동"" 진술
· 유학생이 '연예인 합성' 음란물 제작
· 한·미 공조로 미국서 체포해 송환
· 유학생 ""자기만족위해 음란물 제작""
· 딥페이크 의뢰·제작, 처벌 수위는?

(*자세한 내용은 영상을 통해 확인하실 수 있습니다.)"
30,"최근 벌어진 강도 사건들, 해외로 도피한 범인들의 이야기인데요. 지난달 30일에 벌어진 사건입니다. 2인조 강도가, 경기 평택의 한 환전소를 털었습니다. 60대 여성 직원을 총기로 보이는 물건으로 위협한 뒤, 8천 달러, 약 천 만원을 빼앗아 달아났습니다. CCTV에 도주하는 모습인데, 저 차조차도 훔친 차를 타고 도주를 한 겁니다. 목적지는 다름 아닌 공항이었어요.

· 평택 환전소에 강도…8천달러 털려
· 강도 2명 중 1명은 이미 해외 도주
· 범행 4시간여 만에 해외 도주

(*자세한 내용은 영상을 통해 확인하실 수 있습니다.)"
31,"키보드 컨트롤 안내
저기 흰차 보이시죠. 

경찰이 ""여기 내리세요!"" 문을 두드려도 반응이 없고, 심지어 신호가 바뀌자 경찰을 치고 달아나려 합니다. 

바로 그때 흰차를 가로막는 화물차.

저 흰차 잡았어요. 범인 누구였습니까.

3관왕입니다. 무면허, 10대, 절도차 였습니다.

다른 범죄로 보호관찰 처분을 받은 10대 3명이 타고 있었는데, 제약받기 싫다며 차를 훔쳐 가출하던 길이었던 거죠. 경찰이야기 들어볼까요?

[김희찬 : 관내 순찰 중에 저희 앞에서 난폭 운전을 하면서 나오는 차량을 발견을 했었습니다. 저희가 삼단봉을 이용해서 시야를 다 차단하고, 시민분이 도와주셔서 도주로가 차단되니까 그때서야 차에서 하차하면서.]

그나저나, 저 화물차 운전자 분 대단한데요? 

주변에 사람이 많아서 인명피해가 날까봐 본능적으로 본인의 차량을 밀어붙였다고 합니다. 검거를 제대로 도운거죠.

차를 훔치고 운전한 중학생은 구속하고, 나머지 2명은 불구속 입건됐습니다. 

화물차 운전자에게는 포상금과 감사패를 수여하기로 했다네요."
32,"〈사진=연합뉴스〉
초등학교 교사가 아파트에서 추락해 숨지는 사고가 발생했습니다.

오늘(1일) 경기 고양경찰서에 따르면 지난달 31일 오후 7시쯤 고양시 덕양구 한 아파트 28층에서 30대 여교사 A씨가 추락했습니다.

신고를 받고 출동한 119구급대에 의해 A씨는 병원으로 옮겨졌으나 끝내 숨졌습니다.

현장에서 범죄 혐의점이나 유서는 발견되지 않았습니다.

유족 측은 ""A씨가 평소 육아와 직장생활을 병행하며 힘들어 했다""는 취지의 진술을 경찰에 했습니다.

경찰은 A씨가 극단적 선택을 한 것으로 보고 정확한 사실관계를 파악하고 있습니다."
33,"이탈리아에서 딸을 살해하고 본국인 파키스탄으로 도주한 아버지가 이탈리아로 송환됐다고 현지 안사(ANSA) 통신 등이 지난달 31일(현지시간) 전했습니다.


파키스탄 매체 돈(DAWN)에 따르면 샤바르 압바스는 지난 2021년 4월 이탈리아 북부 노벨라라에서 정략결혼을 거부한 이유로 18세 딸 사만을 살해한 혐의를 받습니다.

압바스는 사건 이후 파키스탄으로 도피했다가 지난해 11월 경찰에 붙잡혔습니다.

파키스탄 당국은 이탈리아 정부의 범죄인 인도 요청에 따라 9월 1일 압바스를 로마 참피노 공항으로 이송했습니다.

샤바르 압바스가 딸 살해 혐의로 이탈리아에 송환됐다. 〈사진=인디펜던트 홈페이지 캡처〉

압바스는 딸 사만이 이탈리아에서 남자친구와 데이트하고, 입을 맞추는 모습을 소셜미디어(SNS)에 올리는 데 분노했고, 이후 정략결혼까지 거부하자 딸을 살해한 것으로 보인다고 주요 외신은 전했습니다.


검찰은 사만의 유해가 발견된 집 인근 폐쇄회로(CC)TV 영상을 분석한 결과 사만의 부모와 삼촌, 사촌 2명을 살해 용의자로 보고 있습니다. 이들 모두 범행 뒤 이탈리아를 떠났다가 재판받기 위해 다시 송환됐습니다.


아버지인 샤바르 압바스에게 살해당한 것으로 추정되는 딸 사만. 〈사진=안사(ANSA) 통신 홈페이지 캡처〉"
34,"배우 서은수가 '수사반장'의 여주인공으로 캐스팅됐다.

MBC 새 드라마 '수사반장: 더 비기닝(가제)'은 1950년대부터 60년대를 배경으로 야만의 시대, 소도둑 검거 전문 박영한 형사가 개성 넘치는 동료 3인방과 한 팀으로 뭉쳐 부패 권력의 비상식을 상식으로 깨부수며 민중을 위한 형사로 거듭나는 이야기를 그린 드라마다.

서은수는 '수사반장'에서 여주인공 이혜주 역을 맡았다. 서점 '종남 서림'의 주인인 이혜주는 돋보이는 미모에 똑 부러지는 성격의 소유자이다. 특히, 추리소설로 갈고닦은 범죄 지식과 시장 사람들을 기반으로 한 정보력으로 수사에 단서를 제공하는 등 활약을 예고한다. 서은수는 그때 그 시절 비주얼은 물론 어른스럽고 현명한 이혜주 캐릭터를 찰떡같이 소화할 예정이다.

서은수는 2014년 영화 '살인의 시작'으로 데뷔 이후 영화 '너의 결혼식', '킹메이커', '마녀(魔女) Part2. The Other One', 드라마 '황금빛 내 인생', '리갈하이', '미씽: 그들이 있었다', '사장님을 잠금해제' 등 다양한 작품에서 변신을 꾀하며 필모그래피를 쌓아가고 있다.

영화 '마녀2'에서는 군인 출신의 에이스 요원 조현으로 분해 그동안 본 적 없는 거친 얼굴과 눈빛으로 강렬한 연기 변신에 성공했으며, 올해 초 종영한 드라마 '사장님을 잠금해제'에서는 비서 정세연의 냉철하고 이성적인 면모를 섬세하게 그려내며 무한한 연기 스펙트럼의 확장을 증명했다.

이 가운데 한국형 수사물의 역사를 쓴 '수사반장'의 프리퀄 '수사반장: 더 비기닝(가제)'에 합류해 이제훈(박영한), 이동휘(김상순) 등의 배우들과 뜨거운 호흡을 맞추며 또 한 번 새로운 변신을 준비하는 서은수에게 기대가 모인다.

'수사반장: 더 비기닝(가제)'은 내년 방송 예정이다.

김선우 엔터뉴스팀 기자 kim.sunwoo@jtbc.co.kr (콘텐트비즈니스본부)"
35,"'타겟' 주역들이 극장에 뜬다.

영화 '타겟(박희곤 감독)'이 9월 10일 개봉 2주차 맞이 서울 지역 무대인사를 확정했다.

'타겟'은 중고거래로 범죄의 표적이 된 수현의 일상 속에서 벌어지는 서스펜스를 담은 스릴러. 현실 스릴러가 선사하는 장르적 쾌감, 몰입을 배가시키는 배우들의 호연으로 뜨거운 입소문 흥행 열풍을 이끌고 있다.

이번 무대인사는 신혜선, 김성균, 박희곤 감독이 참석해 극장가에 기분 좋은 에너지를 불어넣을 예정이다. 9월 10일 무대인사는 CGV 용산아이파크몰, CGV 왕십리, 롯데시네마 건대입구, 메가박스 코엑스에서 관객들에게 특별한 시간을 선물할 것이다.

중고거래라는 현실적인 소재와 일상 속의 서스펜스 그리고 신혜선, 김성균, 강태오의 몰입도 높은 연기로 관객들에게 스릴러 장르의 매력을 선사할 '타겟'은 전국 극장에서 상영 중이다.

김선우 엔터뉴스팀 기자 kim.sunwoo@jtbc.co.kr (콘텐트비즈니스본부)"
36,"경찰. 〈사진=연합뉴스〉

경북 칠곡군 석적면의 한 새마을금고에서 현금 2030만원을 빼앗아 달아난 강도가 경찰에 붙잡혔습니다.

경북경찰청은 오늘(31일) 저녁 7시 58분쯤 대구 동구 중대동 파계사 인근 노상에서 강도 용의자 A씨를 검거했다고 밝혔습니다.

A씨는 이날 오후 4시 21분쯤 칠곡군 석적면의 한 새마을금고에서 현금 2030만원을 빼앗아 달아난 혐의를 받습니다.

칠곡경찰서와 경북경찰청 강력범죄수사대는 CCTV 등을 분석해 용의차량 동선을 추적해 용의자를 긴급체포했습니다.

경찰은 범행 동기와 범행 과정 등을 조사한 뒤 A씨에 대한 구속영장을 신청할 예정입니다."
37,"[앵커]

경북 칠곡 한 새마을 금고에 강도가 들어 흉기로 직원을 위협하고 현금을 빼앗아 달아났습니다. 최근 대전의 한 은행에도 강도가 침입하는 등 작은 금융기관을 노린 범죄가 잇따르고 있습니다.

윤두열 기자입니다.

[기자]

경북 칠곡의 새마을금고 문이 굳게 닫혔습니다.

그 앞을 경찰차들이 오갑니다.

오후 4시 20분쯤, 이곳에 강도가 들었습니다.

강도는 여직원을 흉기로 위협하고, 남직원에게는 현금을 담으라고 했습니다.

2000만원을 챙겨 헬맷을 쓴 뒤 준비한 오토바이를 타고 달아났습니다.

딱 3분이 걸렸습니다.

[안종모/인근 상인 : 벨이 울리면서 그런 소리가 나길래 시끄럽길래 뭔가 싶어서 나와보니 오토바이 한 대가 서 있었고 오토바이 타고 가는 걸 제가 봤어요.]

경찰은 주변 CCTV 등을 토대로 달아난 강도를 쫓고 있습니다.

지난 18일에는 대전 신협에 강도가 들어 현금 3900만 원을 빼앗았습니다.

베트남으로 달아난 피의자 거주지와 사무실을 살폈지만, 훔친 돈은 발견되지 않았습니다.

지난 2월엔 충남 공주의 한 농협을 습격한 강도는 도주 10분 만에 잡혔습니다.

소규모 금융기관은 청원경찰 등 경비 인력 반드시 둬야 할 의무가 없습니다.

강도들에게는 쉬운 먹잇감이 됩니다.

창구에 가림막을 설치하고, 순찰 인력을 늘리는 등 대안이 필요합니다."
38,"키보드 컨트롤 안내
[앵커]

5년간 서울과 부산 지하철 곳곳에서 몰래 여성의 신체를 찍은 30대 남성이 붙잡혔습니다. 지하철 에스컬레이터에서 치마 입은 여성을 노리는 식이었는데 불법촬영의 피해자, 드러난 것만 44명이었습니다.

정인아 기자입니다.

[기자]

한 남성이 에스컬레이터에 탑니다.

주위를 둘러보더니 한 여성에게 다가갑니다.

인기척을 느낀 여성이 놀라 뒤를 돌아봅니다.

지난 2월, 30대 남성 A씨는 서울의 한 지하철역 에스컬레이터에서 여성을 몰래 촬영하다 붙잡혔습니다.

당시 에스컬레이터엔 이렇게 사람이 아무도 없었습니다.

남성은 그 틈을 타 여성의 뒤에 바짝 붙어섰고, 여성의 다리 쪽에 휴대전화 카메라를 비춰 동영상을 찍었습니다.

많은 사람들이 있는 승강장에서도 범죄는 이어졌습니다.

A씨 휴대전화와 집에서 발견된 외장하드엔 모두 44명을 상대로 찍은 불법 영상물이 쏟아져 나왔습니다.

지난 2018년부터 최근까지입니다.

[김기창/서울경찰청 지하철경찰대 수사계장 : (범인은) 이미 불법 촬영으로 2018년도에 집행유예 그리고 2022년도에 벌금 전과가 있는 전과 2범이었습니다. 치마를 입은 여성을 보면 촬영하고 싶은 충동이 생겨 범행을 하였다고 진술했습니다.]

이 가운데 하나는 전 여자친구의 동의 없이 찍은 불법 동영상도 있었습니다.

경찰은 A씨를 구속하고 사건을 검찰로 보냈습니다."
39,"키보드 컨트롤 안내
""치마만 보면"" 입니다. 제목부터 썩 즐거운 사건은 아닌 것 같아요. 영상을 보면서 이야기 이어가겠습니다. 지하철 에스컬레이터를 타고 올라가는 여성, 아무도 없는데 굳이 여성 뒤로 한 남성이 바짝 따라붙었고요. 주위를 두리번 두리번 하고 손을 앞뒤로 흔들며 수상한 행동을 하죠. 여성분이 촉이 싸한 겁니다. 그래서 뒤를 돌아보니까 황급히 손을 감추는 모습이 CCTV에 그대로 포착이 됐습니다. 그러니까 여성의 신체를 몰래 불법으로 촬영을 했던 거죠.

· 공공장소서 여성 43명 불법촬영한 30대
· 경찰, CCTV 분석해 용의자 특정
· 서울·부산 지하철역 오가며 불법촬영
· 불법촬영 30대 남성은 성범죄 전과자 
· 불법촬영 범죄 재범률은 75%
· ""치마만 보면 촬영 충동"" 진술
· 유학생이 '연예인 합성' 음란물 제작
· 한·미 공조로 미국서 체포해 송환
· 유학생 ""자기만족위해 음란물 제작""
· 딥페이크 의뢰·제작, 처벌 수위는?

(*자세한 내용은 영상을 통해 확인하실 수 있습니다.)"
40,"최근 벌어진 강도 사건들, 해외로 도피한 범인들의 이야기인데요. 지난달 30일에 벌어진 사건입니다. 2인조 강도가, 경기 평택의 한 환전소를 털었습니다. 60대 여성 직원을 총기로 보이는 물건으로 위협한 뒤, 8천 달러, 약 천 만원을 빼앗아 달아났습니다. CCTV에 도주하는 모습인데, 저 차조차도 훔친 차를 타고 도주를 한 겁니다. 목적지는 다름 아닌 공항이었어요.

· 평택 환전소에 강도…8천달러 털려
· 강도 2명 중 1명은 이미 해외 도주
· 범행 4시간여 만에 해외 도주

(*자세한 내용은 영상을 통해 확인하실 수 있습니다.)"
41,"키보드 컨트롤 안내
저기 흰차 보이시죠. 

경찰이 ""여기 내리세요!"" 문을 두드려도 반응이 없고, 심지어 신호가 바뀌자 경찰을 치고 달아나려 합니다. 

바로 그때 흰차를 가로막는 화물차.

저 흰차 잡았어요. 범인 누구였습니까.

3관왕입니다. 무면허, 10대, 절도차 였습니다.

다른 범죄로 보호관찰 처분을 받은 10대 3명이 타고 있었는데, 제약받기 싫다며 차를 훔쳐 가출하던 길이었던 거죠. 경찰이야기 들어볼까요?

[김희찬 : 관내 순찰 중에 저희 앞에서 난폭 운전을 하면서 나오는 차량을 발견을 했었습니다. 저희가 삼단봉을 이용해서 시야를 다 차단하고, 시민분이 도와주셔서 도주로가 차단되니까 그때서야 차에서 하차하면서.]

그나저나, 저 화물차 운전자 분 대단한데요? 

주변에 사람이 많아서 인명피해가 날까봐 본능적으로 본인의 차량을 밀어붙였다고 합니다. 검거를 제대로 도운거죠.

차를 훔치고 운전한 중학생은 구속하고, 나머지 2명은 불구속 입건됐습니다. 

화물차 운전자에게는 포상금과 감사패를 수여하기로 했다네요."
42,"〈사진=연합뉴스〉
초등학교 교사가 아파트에서 추락해 숨지는 사고가 발생했습니다.

오늘(1일) 경기 고양경찰서에 따르면 지난달 31일 오후 7시쯤 고양시 덕양구 한 아파트 28층에서 30대 여교사 A씨가 추락했습니다.

신고를 받고 출동한 119구급대에 의해 A씨는 병원으로 옮겨졌으나 끝내 숨졌습니다.

현장에서 범죄 혐의점이나 유서는 발견되지 않았습니다.

유족 측은 ""A씨가 평소 육아와 직장생활을 병행하며 힘들어 했다""는 취지의 진술을 경찰에 했습니다.

경찰은 A씨가 극단적 선택을 한 것으로 보고 정확한 사실관계를 파악하고 있습니다."
43,"이탈리아에서 딸을 살해하고 본국인 파키스탄으로 도주한 아버지가 이탈리아로 송환됐다고 현지 안사(ANSA) 통신 등이 지난달 31일(현지시간) 전했습니다.


파키스탄 매체 돈(DAWN)에 따르면 샤바르 압바스는 지난 2021년 4월 이탈리아 북부 노벨라라에서 정략결혼을 거부한 이유로 18세 딸 사만을 살해한 혐의를 받습니다.

압바스는 사건 이후 파키스탄으로 도피했다가 지난해 11월 경찰에 붙잡혔습니다.

파키스탄 당국은 이탈리아 정부의 범죄인 인도 요청에 따라 9월 1일 압바스를 로마 참피노 공항으로 이송했습니다.

샤바르 압바스가 딸 살해 혐의로 이탈리아에 송환됐다. 〈사진=인디펜던트 홈페이지 캡처〉

압바스는 딸 사만이 이탈리아에서 남자친구와 데이트하고, 입을 맞추는 모습을 소셜미디어(SNS)에 올리는 데 분노했고, 이후 정략결혼까지 거부하자 딸을 살해한 것으로 보인다고 주요 외신은 전했습니다.


검찰은 사만의 유해가 발견된 집 인근 폐쇄회로(CC)TV 영상을 분석한 결과 사만의 부모와 삼촌, 사촌 2명을 살해 용의자로 보고 있습니다. 이들 모두 범행 뒤 이탈리아를 떠났다가 재판받기 위해 다시 송환됐습니다.


아버지인 샤바르 압바스에게 살해당한 것으로 추정되는 딸 사만. 〈사진=안사(ANSA) 통신 홈페이지 캡처〉"
44,"배우 서은수가 '수사반장'의 여주인공으로 캐스팅됐다.

MBC 새 드라마 '수사반장: 더 비기닝(가제)'은 1950년대부터 60년대를 배경으로 야만의 시대, 소도둑 검거 전문 박영한 형사가 개성 넘치는 동료 3인방과 한 팀으로 뭉쳐 부패 권력의 비상식을 상식으로 깨부수며 민중을 위한 형사로 거듭나는 이야기를 그린 드라마다.

서은수는 '수사반장'에서 여주인공 이혜주 역을 맡았다. 서점 '종남 서림'의 주인인 이혜주는 돋보이는 미모에 똑 부러지는 성격의 소유자이다. 특히, 추리소설로 갈고닦은 범죄 지식과 시장 사람들을 기반으로 한 정보력으로 수사에 단서를 제공하는 등 활약을 예고한다. 서은수는 그때 그 시절 비주얼은 물론 어른스럽고 현명한 이혜주 캐릭터를 찰떡같이 소화할 예정이다.

서은수는 2014년 영화 '살인의 시작'으로 데뷔 이후 영화 '너의 결혼식', '킹메이커', '마녀(魔女) Part2. The Other One', 드라마 '황금빛 내 인생', '리갈하이', '미씽: 그들이 있었다', '사장님을 잠금해제' 등 다양한 작품에서 변신을 꾀하며 필모그래피를 쌓아가고 있다.

영화 '마녀2'에서는 군인 출신의 에이스 요원 조현으로 분해 그동안 본 적 없는 거친 얼굴과 눈빛으로 강렬한 연기 변신에 성공했으며, 올해 초 종영한 드라마 '사장님을 잠금해제'에서는 비서 정세연의 냉철하고 이성적인 면모를 섬세하게 그려내며 무한한 연기 스펙트럼의 확장을 증명했다.

이 가운데 한국형 수사물의 역사를 쓴 '수사반장'의 프리퀄 '수사반장: 더 비기닝(가제)'에 합류해 이제훈(박영한), 이동휘(김상순) 등의 배우들과 뜨거운 호흡을 맞추며 또 한 번 새로운 변신을 준비하는 서은수에게 기대가 모인다.

'수사반장: 더 비기닝(가제)'은 내년 방송 예정이다.

김선우 엔터뉴스팀 기자 kim.sunwoo@jtbc.co.kr (콘텐트비즈니스본부)"
45,"'타겟' 주역들이 극장에 뜬다.

영화 '타겟(박희곤 감독)'이 9월 10일 개봉 2주차 맞이 서울 지역 무대인사를 확정했다.

'타겟'은 중고거래로 범죄의 표적이 된 수현의 일상 속에서 벌어지는 서스펜스를 담은 스릴러. 현실 스릴러가 선사하는 장르적 쾌감, 몰입을 배가시키는 배우들의 호연으로 뜨거운 입소문 흥행 열풍을 이끌고 있다.

이번 무대인사는 신혜선, 김성균, 박희곤 감독이 참석해 극장가에 기분 좋은 에너지를 불어넣을 예정이다. 9월 10일 무대인사는 CGV 용산아이파크몰, CGV 왕십리, 롯데시네마 건대입구, 메가박스 코엑스에서 관객들에게 특별한 시간을 선물할 것이다.

중고거래라는 현실적인 소재와 일상 속의 서스펜스 그리고 신혜선, 김성균, 강태오의 몰입도 높은 연기로 관객들에게 스릴러 장르의 매력을 선사할 '타겟'은 전국 극장에서 상영 중이다.

김선우 엔터뉴스팀 기자 kim.sunwoo@jtbc.co.kr (콘텐트비즈니스본부)"
46,"경찰. 〈사진=연합뉴스〉

경북 칠곡군 석적면의 한 새마을금고에서 현금 2030만원을 빼앗아 달아난 강도가 경찰에 붙잡혔습니다.

경북경찰청은 오늘(31일) 저녁 7시 58분쯤 대구 동구 중대동 파계사 인근 노상에서 강도 용의자 A씨를 검거했다고 밝혔습니다.

A씨는 이날 오후 4시 21분쯤 칠곡군 석적면의 한 새마을금고에서 현금 2030만원을 빼앗아 달아난 혐의를 받습니다.

칠곡경찰서와 경북경찰청 강력범죄수사대는 CCTV 등을 분석해 용의차량 동선을 추적해 용의자를 긴급체포했습니다.

경찰은 범행 동기와 범행 과정 등을 조사한 뒤 A씨에 대한 구속영장을 신청할 예정입니다."
47,"[앵커]

경북 칠곡 한 새마을 금고에 강도가 들어 흉기로 직원을 위협하고 현금을 빼앗아 달아났습니다. 최근 대전의 한 은행에도 강도가 침입하는 등 작은 금융기관을 노린 범죄가 잇따르고 있습니다.

윤두열 기자입니다.

[기자]

경북 칠곡의 새마을금고 문이 굳게 닫혔습니다.

그 앞을 경찰차들이 오갑니다.

오후 4시 20분쯤, 이곳에 강도가 들었습니다.

강도는 여직원을 흉기로 위협하고, 남직원에게는 현금을 담으라고 했습니다.

2000만원을 챙겨 헬맷을 쓴 뒤 준비한 오토바이를 타고 달아났습니다.

딱 3분이 걸렸습니다.

[안종모/인근 상인 : 벨이 울리면서 그런 소리가 나길래 시끄럽길래 뭔가 싶어서 나와보니 오토바이 한 대가 서 있었고 오토바이 타고 가는 걸 제가 봤어요.]

경찰은 주변 CCTV 등을 토대로 달아난 강도를 쫓고 있습니다.

지난 18일에는 대전 신협에 강도가 들어 현금 3900만 원을 빼앗았습니다.

베트남으로 달아난 피의자 거주지와 사무실을 살폈지만, 훔친 돈은 발견되지 않았습니다.

지난 2월엔 충남 공주의 한 농협을 습격한 강도는 도주 10분 만에 잡혔습니다.

소규모 금융기관은 청원경찰 등 경비 인력 반드시 둬야 할 의무가 없습니다.

강도들에게는 쉬운 먹잇감이 됩니다.

창구에 가림막을 설치하고, 순찰 인력을 늘리는 등 대안이 필요합니다."
